Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
HANNA 4 SSE, 164050, Red River Parish, 12.98, 16.62, 18.91, 23.42, 16.62, 22.56
ST. JOSEPH 3 N, 168163, Tensas Parish, 9.30, 17.76, 20.68, 24.92, 17.76, 24.76
LOGANSPORT, 165522, De Soto Parish, 9.49, 11.65, 14.70, 18.30, 11.65, 18.29
MANSFIELD 4 NW, 165874, De Soto Parish, 11.69, 13.67, 16.88, 20.51, 13.67, 20.51
WINNSBORO 5 SSE, 169806, Franklin Parish, 10.90, 14.66, 15.93, 20.06, 14.66, 19.46
COLUMBIA LOCK, 161979, Caldwell Parish, 12.43, 17.39, 19.24, 22.80, 17.39, 22.67
BIENVILLE 3 NE, 160800, Bienville Parish, 12.83, 18.44, 21.26, 25.01, 18.44, 24.61
SAILES FIRE TOWER, 168094, Bienville Parish, 12.22, 16.17, 18.53, 22.03, 16.17, 22.01
KEITHVILLE, 164816, Caddo Parish, 11.84, 14.93, 18.63, 21.77, 14.93, 21.77
TALLULAH, 168923, Madison Parish, 0.27, 4.06, 5.76, 8.30, 4.06, 7.85
KORAN, 164931, Bossier Parish, 10.67, 12.77, 16.07, 18.94, 13.13, 18.94
RED RIVER RESEARCH STATION, 167738, Bossier Parish, 11.66, 13.63, 17.30, 20.73, 13.63, 20.73
SHREVEPORT AP, 13957, Caddo Parish, 10.53, 12.04, 15.89, 18.72, 12.04, 18.72
MONROE REGIONAL AP, 13942, Ouachita Parish, 10.47, 13.89, 15.83, 20.06, 13.89, 19.81
RUSTON LA TECH, 168067, Lincoln Parish, M, 3.76, 6.31, 12.01, 3.76, 9.93
MINDEN, 166244, Webster Parish, 12.14, 15.41, 19.79, 22.52, 15.41, 22.41
SHREVEPORT DOWNTOWN AP, 53905, Caddo Parish, 9.52, 10.68, 13.92, 16.42, 10.68, 16.42
ARCADIA, 160277, Bienville Parish, 12.74, 16.69, 18.96, 22.21, 16.69, 22.11
OAK RIDGE, 166868, Morehouse Parish, 10.37, 14.34, 16.51, 22.38, 14.34, 22.38
MOORINGSPORT 1 N, 166364, Caddo Parish, 14.79, 18.73, 23.05, 26.29, 18.73, 26.29
HOMER 1N, 164355, Claiborne Parish, 14.68, 17.97, 21.43, 24.85, 17.97, 24.81
LAKE PROVIDENCE, 165090, East Carroll Parish, 12.36, 17.21, 20.22, 29.62, 17.21, 28.97
OAK GROVE, 166866, West Carroll Parish, 11.97, 15.97, 20.13, 28.32, 16.52, 27.79
PORT VINCENT 4.4 W, LAAS0002, Ascension Parish, M, 3.10, 3.10, 3.10, 3.10, 3.10
GONZALES 4.0 S, LAAS0005, Ascension Parish, 5.87, 12.68, 17.81, 25.72, 12.68, 25.41
BUNKIE 0.3 WSW, LAAV0001, Avoyelles Parish, 9.08, 14.69, 18.20, 22.30, 14.69, 22.24
BOSSIER CITY 6.7 NNW, LABS0001, Bossier Parish, 13.01, 14.33, 17.80, 20.42, 14.33, 20.42
IOWA 0.9 ESE, LACC0003, Calcasieu Parish, 6.06, 13.21, 17.27, 23.90, 13.23, 23.63
SULPHUR 2.2 E, LACC0006, Calcasieu Parish, 7.14, 13.59, 16.32, 24.14, 13.59, 22.92
IOWA 9.7 NNW, LACC0009, Calcasieu Parish, 6.13, 13.06, 16.41, 21.42, 13.06, 21.37
SHREVEPORT 6.2 S, LACD0001, Caddo Parish, 12.22, 14.33, 17.81, 20.77, 14.33, 20.77
SICILY ISLAND 3.3 WNW, LACT0001, Catahoula Parish, 9.79, 11.00, 14.19, 18.66, 11.00, 18.13
BATON ROUGE 2.7 SW, LAEB0002, East Baton Rouge Parish, 6.72, 13.62, 17.44, 26.42, 13.62, 25.13
GARDERE 1.2 ENE, LAEB0005, East Baton Rouge Parish, 3.84, 11.77, 13.36, 26.15, 11.78, 23.85
BROWNFIELDS 5.8 NE, LAEB0009, East Baton Rouge Parish, 5.20, 12.48, 15.09, 24.68, 12.48, 24.03
BATON ROUGE 3.5 E, LAEB0014, East Baton Rouge Parish, 10.67, 19.32, 23.99, 37.87, 19.34, 35.84
MONTICELLO 3.0 ENE, LAEB0019, East Baton Rouge Parish, 7.62, 15.61, 19.52, 28.61, 15.61, 27.28
SHENANDOAH 1.5 E, LAEB0022, East Baton Rouge Parish, 5.68, 11.32, 15.14, 26.42, 11.32, 24.79
BROWNFIELDS 4.0 E, LAEB0023, East Baton Rouge Parish, 7.44, 16.24, 20.81, 30.48, 16.24, 29.93
BATON ROUGE 2.5 E, LAEB0027, East Baton Rouge Parish, 7.96, 16.27, 20.05, 28.47, 16.27, 27.96
CENTRAL 2.2 SE, LAEB0031, East Baton Rouge Parish, 7.61, 17.03, 18.91, 28.31, 17.03, 27.53
LSU, LAEB0033, East Baton Rouge Parish, 6.53, 9.90, 13.65, 23.37, 9.90, 21.61
BATON ROUGE 4.3 S, LAEB0041, East Baton Rouge Parish, 7.98, 14.89, 18.77, 29.10, 14.89, 27.14
INNISWOLD 2.8 S, LAEB0042, East Baton Rouge Parish, 6.12, 12.41, 17.46, 27.87, 12.41, 26.98
WINNSBORO 5.3 NNE, LAFP0003, Franklin Parish, 9.76, 15.46, 16.91, 18.71, 15.46, 18.71
TAYLORTOWN, 168927, Bossier Parish, M, M, 3.24, 6.12, M, 6.12
BLANCHARD, 160861, Caddo Parish, M, M, 2.02, 5.63, M, 5.63
CLINTON 5 SE, 161899, East Feliciana Parish, 8.05, 15.16, 21.88, 32.81, 16.31, 32.53
BEAVER FIRE TOWER, 160617, Evangeline Parish, 9.09, 14.74, 18.27, 22.78, 14.74, 22.78
BUNKIE, 161287, Avoyelles Parish, 9.75, 15.85, 19.76, 24.58, 15.85, 24.58
MARKSVILLE, 165920, Avoyelles Parish, 9.99, 19.28, 21.57, 27.29, 19.28, 27.29
LEESVILLE, 165266, Vernon Parish, 16.21, 21.66, 23.70, 28.40, 21.66, 28.38
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 9.98, 16.02, 18.42, 22.19, 16.02, 22.17
BOYCE 3 WNW, 161232, Rapides Parish, 17.49, 24.66, 27.15, 31.95, 24.66, 31.05
PEASON RIDGE RANGE, 03949, Sabine Parish, 15.21, 18.07, 19.87, 25.24, 18.07, 25.21
JONESVILLE LOCKS, 164739, Catahoula Parish, 9.74, 15.49, 19.55, 26.41, 15.49, 26.41
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 3.52, 12.88, 16.13, 21.92, 12.88, 21.07
LUTCHER, 165783, Saint James Parish, 3.27, 8.21, 13.03, 16.19, 8.21, 14.24
SLIDELL, 168539, Saint Tammany Parish, 4.57, 9.59, 14.26, 22.23, 9.60, 20.95
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 1.99, 8.39, 8.98, 9.35, 8.39, 9.35
SALT POINT, 12968, Saint Mary Parish, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 7.77, 12.11, 13.07, 19.08, 12.11, 18.36
GALLIANO, 163433, Lafourche Parish, 2.74, 6.09, 8.75, 16.90, 6.09, 16.40
MORGAN CITY, 166394, Saint Mary Parish, 1.28, 6.21, 9.56, 15.83, 6.21, 14.60
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 2.98, 8.56, 12.40, 18.53, 8.58, 18.44
FRANKLIN 3 NW, 163313, Saint Mary Parish, 4.23, 9.54, 14.03, 22.75, 9.54, 22.20
HACKBERRY 8 SSW, 163979, Cameron Parish, 7.97, 15.80, 18.63, 24.55, 15.80, 24.41
NAPOLEONVILLE, 166561, Assumption Parish, 5.08, 11.03, 17.13, 20.55, 11.03, 20.50
JEANERETTE 5 NW, 164674, Iberia Parish, 5.00, 11.09, 14.20, 26.84, 11.09, 26.46
ABBEVILLE, 160007, Vermilion Parish, 2.61, 11.98, 15.46, 23.96, 12.00, 23.79
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 3.86, 9.30, 13.68, 22.00, 9.30, 21.78
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 3.01, 10.19, 13.40, 25.81, 10.19, 25.63
PLAIN DEALING, 167344, Bossier Parish, 14.12, 16.59, 23.18, 24.73, 16.59, 24.73
SPRINGHILL, 168683, Webster Parish, 15.57, 19.23, 24.98, 28.07, 19.23, 28.07
BAKER, 160462, East Baton Rouge Parish, 6.82, 12.89, 16.97, 26.63, 12.89, 25.66
VIDALIA NO 2, 169357, Concordia Parish, 7.56, 13.25, 16.58, 20.79, 13.25, 20.79
