Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 18.90, 23.93, 44.07, 66.68, 84.57, 19.90
LUTCHER, 165783, Saint James Parish, 0.86, 5.64, 8.39, 18.43, 27.02, 1.58
SLIDELL, 168539, Saint Tammany Parish, 12.55, 17.48, 26.00, 35.64, 55.71, 15.25
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 8.22, 23.00, 29.41, 48.33, 61.34, 11.52
SALT POINT, 12968, Saint Mary Parish, 0.00, 0.45, 1.64, 12.62, 18.47, 0.00
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 6.30, 10.04, 19.30, 34.74, 51.67, 7.18
GALLIANO, 163433, Lafourche Parish, 10.31, 17.89, 28.66, 49.01, 63.54, 10.43
MORGAN CITY, 166394, Saint Mary Parish, M, 2.16, 8.53, 21.70, 33.87, M
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 6.96, 16.91, 27.50, 48.62, 61.57, 9.04
FRANKLIN 3 NW, 163313, Saint Mary Parish, 6.59, 14.54, 25.25, 53.51, 71.01, 8.63
HACKBERRY 8 SSW, 163979, Cameron Parish, 7.94, 14.61, 23.80, 43.26, 62.84, 9.87
NAPOLEONVILLE, 166561, Assumption Parish, 12.02, 20.85, 30.07, 48.82, 66.58, 15.02
JEANERETTE 5 NW, 164674, Iberia Parish, 7.15, 13.86, 24.23, 41.54, 57.65, 7.69
ABBEVILLE, 160007, Vermilion Parish, 16.22, 22.31, 30.97, 52.19, 69.01, 18.35
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 10.00, 19.02, 29.12, 39.01, 54.06, 11.24
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 12.12, 17.32, 22.52, 38.04, 54.63, 12.93
CLINTON 5 SE, 161899, East Feliciana Parish, 5.26, 10.60, 13.15, 26.68, 52.64, 6.19
BEAVER FIRE TOWER, 160617, Evangeline Parish, 6.21, 10.80, 15.87, 29.45, 51.80, 6.64
BUNKIE, 161287, Avoyelles Parish, 8.34, 13.21, 16.20, 28.32, 52.57, 10.28
MARKSVILLE, 165920, Avoyelles Parish, 6.11, 9.87, 13.55, 24.77, 53.21, 6.81
LEESVILLE, 165266, Vernon Parish, 7.62, 12.72, 15.74, 28.08, 64.91, 10.39
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 6.24, 8.61, 13.85, 27.40, 55.22, 7.31
BOYCE 3 WNW, 161232, Rapides Parish, 11.43, 16.76, 23.40, 35.71, 73.25, 12.63
PEASON RIDGE RANGE, 03949, Sabine Parish, 10.93, 17.35, 20.43, 28.97, 59.43, 12.91
JONESVILLE LOCKS, 164739, Catahoula Parish, 6.01, 10.14, 14.03, 21.54, 48.13, 7.53
DONALDSONVILLE 4 SW, 162534, Assumption Parish, 7.07, 11.14, 20.38, 32.82, 55.03, 8.87
BAYOU SORREL LOCK, 160565, Iberville Parish, 6.74, 18.14, 21.96, 40.07, 59.82, 11.98
LAKE CHARLES REGIONAL AP, 03937, Calcasieu Parish, 5.27, 13.32, 18.04, 31.88, 52.03, 6.59
GONZALES, 163695, Ascension Parish, 9.17, 14.91, 23.67, 37.67, 60.53, 10.61
CARVILLE 2 SW, 161565, Iberville Parish, 7.40, 16.30, 25.14, 40.56, 58.92, 9.60
LAFAYETTE REGIONAL AP, 13976, Lafayette Parish, 7.37, 12.13, 21.98, 34.64, 44.48, 7.89
CROWLEY 2 NE, 162212, Acadia Parish, 9.65, 13.94, 25.43, 38.28, 54.71, 11.32
JENNINGS, 164700, Jefferson Davis Parish, 5.59, 11.90, 19.63, 32.61, 50.48, 7.40
LAKE CHARLES PORT, 165076, Calcasieu Parish, 4.03, 13.76, 17.24, 39.68, 58.88, 7.23
SULPHUR, 168831, Calcasieu Parish, 8.89, 20.67, 26.22, 39.49, 59.74, 10.58
OLD TOWN BAY, 166968, Calcasieu Parish, 6.03, 12.83, 19.16, 30.71, 46.99, 7.73
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 5.32, 13.23, 18.27, 31.01, 47.75, 7.97
PLAQUEMINE 2 N, 167366, Iberville Parish, 6.53, 12.17, 24.20, 33.46, 52.69, 8.15
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, M, M, 4.06, 5.29, 12.48, M
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 7.30, 11.08, 19.89, 36.59, 60.17, 8.22
LSU BEN-HUR FARM, 165620, East Baton Rouge Parish, 5.14, 8.51, 13.30, 22.96, 42.17, 6.06
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 7.63, 12.96, 20.78, 38.68, 62.71, 9.56
GRAND COTEAU, 163800, Saint Landry Parish, 8.49, 17.28, 21.81, 37.04, 59.56, 10.11
PORT ALLEN, 167448, West Baton Rouge Parish, 6.19, 9.10, 15.05, 28.05, 47.09, 6.41
OPELOUSAS, 166995, Saint Landry Parish, 5.52, 5.52, 6.39, 17.50, 33.88, 5.52
LIVINGSTON, 165438, Livingston Parish, 6.42, 10.40, 19.98, 36.75, 64.10, 7.47
BATON ROUGE METRO AP, 13970, East Baton Rouge Parish, 8.68, 10.37, 16.14, 33.13, 55.12, 8.96
OBERLIN FIRE TOWER, 166938, Allen Parish, 5.34, 8.35, 15.63, 28.27, 50.15, 6.67
NEW ROADS 5 NE, 166686, Pointe Coupee Parish, 8.84, 12.84, 16.57, 25.26, 44.90, 9.07
VILLE PLATTE, 169369, Evangeline Parish, 5.39, 11.07, 14.18, 25.21, 44.82, 5.39
PINE GROVE FIRE TOWER, 167304, Saint Helena Parish, 7.01, 9.74, 13.62, 27.41, 56.77, 8.46
ST. FRANCISVILLE, 168136, West Feliciana Parish, 5.56, 9.71, 13.18, 25.54, 50.23, 6.03
LAKE CHARLES 3.7 SSE, LACC0021, Calcasieu Parish, 2.20, 5.52, 9.90, 22.16, 22.16, 4.25
THIBODAUX 4 SE, 169013, Lafourche Parish, 11.59, 17.94, 31.63, 49.95, 63.61, 13.42
TALISHEEK, 168906, Saint Tammany Parish, 6.54, 11.68, 20.13, 37.07, 59.39, 10.50
SHREVEPORT SOUTHERN HILLS, 168444, Caddo Parish, 15.55, 24.54, 27.75, 33.38, 60.58, 18.91
LAFAYETTE 13 SE, 53960, Saint Martin Parish, 12.52, 17.55, 26.28, 36.89, 54.66, 12.87
MONROE 26 N, 53961, Union Parish, 11.88, 17.40, 19.91, 28.26, 59.11, 14.44
ABITA RIVER COVINGTON, 160012, Saint Tammany Parish, 4.94, 8.54, 16.88, 28.51, 54.56, 6.69
TOLEDO BEND LAKE, 169074, Sabine Parish, 6.99, 9.45, 13.98, 21.86, 52.09, 9.33
Baton Rouge Area, BTRthr, -, 8.68, 10.37, 16.14, 33.13, 55.12, 8.96
Lake Charles Area, LCHthr, -, 5.27, 13.32, 18.04, 31.88, 52.03, 6.59
New Orleans Area, MSYthr, -, 10.18, 14.21, 21.00, 38.86, 55.36, 11.81
Shreveport Area, SHVthr, -, 14.69, 22.67, 25.81, 30.58, 54.30, 16.56
FORT POLK FULLERTON LANDING STRIP, 53988, Vernon Parish, 6.82, 15.51, 20.45, 33.02, 63.99, 10.55
SHREVEPORT WFO, 168448, Caddo Parish, 15.43, 24.70, 28.06, 35.56, 60.20, 18.49
MOSS BLUFF 2 NNW, 166434, Calcasieu Parish, 7.40, 14.30, 20.98, 38.97, 59.31, 8.67
GONZALES 4.5 S, LAAS0011, Ascension Parish, 6.70, 14.57, 22.72, 35.63, 56.72, 9.16
KEITHVILLE 1.5 NNW, LACD0012, Caddo Parish, 12.69, 12.69, 14.71, 18.43, 43.91, 12.69
SCOTT 1.0 N, LALY0006, Lafayette Parish, 8.00, 14.73, 20.32, 36.03, 52.93, 9.87
CARENCRO 3.9 ENE, LALY0007, Lafayette Parish, 9.80, 14.31, 20.91, 33.93, 50.65, 10.00
COVINGTON 4.0 NNE, LAST0011, Saint Tammany Parish, 7.58, 11.34, 16.70, 29.12, 55.30, 8.42
ABBEVILLE 1.0 E, LAVM0004, Vermilion Parish, 16.23, 21.43, 29.44, 48.99, 64.71, 17.32
NATCHITOCHES #2, 166584, Natchitoches Parish, 7.94, 14.71, 17.57, 27.14, 51.94, 11.13
DUTCHTOWN #2, 162688, Ascension Parish, 6.41, 11.86, 20.67, 34.04, 56.64, 7.40
VINTON 5W, 169376, Calcasieu Parish, M, M, M, M, 11.11, M
HANNA 4 SSE, 164050, Red River Parish, 12.26, 20.83, 25.06, 34.20, 61.19, 17.30
ST. JOSEPH 3 N, 168163, Tensas Parish, 9.72, 14.88, 19.27, 27.86, 55.77, 9.78
LOGANSPORT, 165522, De Soto Parish, 14.14, 21.26, 23.73, 33.91, 57.40, 17.70
MANSFIELD 4 NW, 165874, De Soto Parish, 17.30, 20.93, 23.54, 33.18, 56.22, 18.52
WINNSBORO 5 SSE, 169806, Franklin Parish, 13.12, 14.46, 15.90, 22.55, 46.87, 14.08
COLUMBIA LOCK, 161979, Caldwell Parish, 11.84, 18.29, 22.50, 34.80, 62.12, 14.50
BIENVILLE 3 NE, 160800, Bienville Parish, 12.35, 21.04, 24.28, 31.52, 60.59, 15.09
SAILES FIRE TOWER, 168094, Bienville Parish, 14.85, 23.58, 27.53, 32.40, 61.25, 17.91
KEITHVILLE, 164816, Caddo Parish, 16.42, 22.74, 24.43, 28.49, 56.62, 19.31
TALLULAH, 168923, Madison Parish, 3.11, 3.11, 3.11, 6.18, 10.64, 3.11
KORAN, 164931, Bossier Parish, 12.91, 14.06, 14.93, 19.14, 44.35, 14.06
RED RIVER RESEARCH STATION, 167738, Bossier Parish, 14.41, 20.36, 23.87, 29.32, 54.99, 17.72
SHREVEPORT AP, 13957, Caddo Parish, 14.69, 22.67, 25.81, 30.58, 54.30, 16.56
MONROE REGIONAL AP, 13942, Ouachita Parish, 12.36, 18.65, 24.75, 32.76, 56.55, 15.44
RUSTON LA TECH, 168067, Lincoln Parish, 14.85, 21.27, 27.19, 32.89, 42.69, 17.17
MINDEN, 166244, Webster Parish, 11.21, 18.00, 19.97, 26.62, 54.95, 13.62
SHREVEPORT DOWNTOWN AP, 53905, Caddo Parish, 10.92, 18.04, 23.22, 31.46, 51.77, 13.08
