Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 3.93, 21.83, 24.90, 31.75, 29.91, 39.28
LUTCHER, 165783, Saint James Parish, 9.19, 15.18, 18.16, 30.12, 25.65, 35.02
SLIDELL, 168539, Saint Tammany Parish, 3.67, 12.93, 17.27, 31.78, 27.10, 36.77
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 6.65, 18.22, 22.70, 40.52, 36.46, 54.06
GRAND ISLE, 163807, Jefferson Parish, 1.99, 13.77, 18.62, 29.25, 26.46, 30.97
SALT POINT, 12968, Saint Mary Parish, 1.39, 10.60, 11.55, 18.24, 15.32, 20.96
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 1.15, 12.00, 18.38, 27.76, 24.94, 30.77
GALLIANO, 163433, Lafourche Parish, 1.66, 12.94, 17.83, 30.07, 28.15, 33.38
MORGAN CITY, 166394, Saint Mary Parish, 6.14, 20.56, 24.55, 35.71, 30.86, 39.94
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 6.05, 14.96, 16.91, 26.93, 24.58, 33.40
FRANKLIN 3 NW, 163313, Saint Mary Parish, 7.19, 22.68, 26.25, 41.51, 34.43, 46.67
HACKBERRY 8 SSW, 163979, Cameron Parish, 4.37, 16.52, 18.84, 31.53, 29.82, 40.41
NAPOLEONVILLE, 166561, Assumption Parish, 11.01, 22.20, 23.57, 37.72, 32.13, 42.75
JEANERETTE 5 NW, 164674, Iberia Parish, 8.52, 19.51, 22.32, 32.86, 29.04, 35.81
ABBEVILLE, 160007, Vermilion Parish, 6.02, 18.57, 21.60, 34.37, 30.49, 40.64
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 6.16, 16.89, 18.71, 31.29, 27.49, 37.51
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 7.17, 18.14, 20.48, 30.19, 28.48, 37.65
RESERVE, 167767, Saint John the Baptist Parish, 2.00, 3.60, 4.40, 15.49, 9.65, 17.77
CLINTON 5 SE, 161899, East Feliciana Parish, 11.01, 18.00, 21.53, 38.54, 35.81, 43.91
BEAVER FIRE TOWER, 160617, Evangeline Parish, 6.69, 15.34, 18.76, 36.82, 32.08, 44.20
OAKDALE, 166836, Allen Parish, 4.42, 7.42, 9.67, 20.92, 20.92, 20.92
DE RIDDER, 162367, Beauregard Parish, 5.48, 15.25, 20.05, 30.68, 27.00, 41.35
BUNKIE, 161287, Avoyelles Parish, 6.55, 16.81, 21.85, 35.29, 32.54, 40.52
MARKSVILLE, 165920, Avoyelles Parish, 6.70, 17.68, 21.40, 36.98, 33.57, 43.05
LEESVILLE, 165266, Vernon Parish, 8.73, 18.38, 23.87, 35.36, 31.66, 45.66
LSU DEAN LEE RES. STA., 165630, Rapides Parish, 6.48, 13.35, 18.38, 33.40, 31.31, 35.71
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 9.21, 15.17, 19.39, 32.05, 28.92, 38.18
BOYCE 3 WNW, 161232, Rapides Parish, 8.91, 17.28, 24.21, 38.61, 34.93, 50.66
PEASON RIDGE RANGE, 03949, Sabine Parish, 8.65, 13.86, 17.95, 23.28, 20.65, 24.62
JONESVILLE LOCKS, 164739, Catahoula Parish, 9.96, 16.99, 21.28, 37.06, 32.05, 41.96
ST. JOSEPH 3 N, 168163, Tensas Parish, 6.56, 10.69, 17.81, 35.09, 28.86, 41.46
LOGANSPORT, 165522, De Soto Parish, 9.62, 15.12, 22.13, 36.02, 33.54, 43.66
WINNSBORO 5 SSE, 169806, Franklin Parish, 8.22, 12.79, 15.46, 29.07, 25.91, 40.47
ASHLAND, 160349, Natchitoches Parish, M, M, M, M, M, 3.89
COLUMBIA LOCK, 161979, Caldwell Parish, 16.45, 20.55, 25.24, 40.14, 36.23, 46.92
BIENVILLE 3 NE, 160800, Bienville Parish, 16.21, 20.22, 25.16, 43.21, 39.36, 50.36
SAILES FIRE TOWER, 168094, Bienville Parish, 10.68, 14.77, 21.59, 37.25, 34.88, 42.78
KEITHVILLE, 164816, Caddo Parish, 13.94, 18.94, 25.84, 41.54, 37.54, 50.07
TALLULAH, 168923, Madison Parish, 9.98, 14.44, 18.93, 32.06, 28.48, 43.46
KORAN, 164931, Bossier Parish, 10.08, 15.73, 22.51, 36.93, 34.14, 43.08
RED RIVER RESEARCH STATION, 167738, Bossier Parish, 9.67, 13.97, 21.59, 35.46, 33.32, 42.46
SHREVEPORT AP, 13957, Caddo Parish, 10.97, 16.42, 23.86, 39.92, 36.17, 50.19
MONROE REGIONAL AP, 13942, Ouachita Parish, 8.01, 12.62, 16.34, 30.85, 26.48, 38.09
MONROE DELTA CC, 166314, Ouachita Parish, 7.64, 11.76, 15.69, 30.98, 26.60, 38.17
CALHOUN 2 N, 161411, Ouachita Parish, 16.75, 20.91, 25.73, 42.46, 37.92, 48.21
RUSTON LA TECH, 168067, Lincoln Parish, M, M, M, 1.05, 1.05, 5.58
MINDEN, 166244, Webster Parish, 15.92, 19.27, 26.65, 43.04, 39.79, 51.04
SHREVEPORT DOWNTOWN AP, 53905, Caddo Parish, 9.97, 16.00, 24.10, 39.50, 35.54, 45.16
ARCADIA, 160277, Bienville Parish, 13.15, 15.83, 22.57, 39.81, 36.43, 46.98
OAK RIDGE, 166868, Morehouse Parish, 8.05, 12.75, 18.28, 32.00, 28.00, 38.13
MOORINGSPORT 1 N, 166364, Caddo Parish, 8.67, 14.17, 21.00, 35.15, 32.38, 47.08
BASTROP, 160537, Morehouse Parish, M, M, M, M, M, 3.93
FARMERVILLE, 163079, Union Parish, 10.44, 14.78, 20.54, 38.50, 34.55, 45.30
HOMER 1N, 164355, Claiborne Parish, 13.03, 16.68, 21.48, 37.19, 34.79, 46.23
LAKE PROVIDENCE, 165090, East Carroll Parish, 6.18, 12.77, 17.45, 30.89, 27.42, 37.67
OAK GROVE, 166866, West Carroll Parish, 5.61, 9.33, 14.78, 29.57, 26.28, 37.52
PLAIN DEALING, 167344, Bossier Parish, 9.99, 14.08, 24.11, 39.11, 36.39, 50.05
SPRINGHILL, 168683, Webster Parish, 10.81, 14.39, 21.68, 34.69, 31.78, 44.97
BAKER, 160462, East Baton Rouge Parish, 9.69, 18.36, 20.94, 38.25, 32.76, 43.75
VIDALIA NO 2, 169357, Concordia Parish, 1.66, 2.77, 7.23, 18.13, 14.56, 21.74
ST MARTINVILLE 3 SW, 168181, Saint Martin Parish, 11.79, 24.72, 27.33, 38.43, 36.48, 43.70
JENA, 164696, La Salle Parish, 8.60, 13.28, 18.50, 30.99, 27.75, 39.01
BATON ROUGE CONCORD, 160548, East Baton Rouge Parish, 4.98, 14.90, 17.68, 32.66, 27.09, 38.45
SHREVEPORT DOWNTOWN, 168436, Caddo Parish, 11.46, 18.10, 26.84, 43.01, 39.07, 53.98
RAYVILLE, 167691, Richland Parish, 7.45, 11.92, 15.76, 31.92, 27.55, 38.83
CARENCRO, 161535, Lafayette Parish, M, M, M, 0.04, M, 5.56
MARRERO 9 SSW, 165926, Jefferson Parish, 3.28, 15.58, 20.52, 27.74, 26.05, 29.73
RED RIVER LOCK #1, 167729, Catahoula Parish, 5.89, 8.77, 12.05, 23.71, 21.31, 27.38
PONCHATOULA 4 E, 167425, Tangipahoa Parish, 8.09, 17.45, 19.84, 29.79, 29.79, 29.79
LEESVILLE 6 SSW, 165287, Vernon Parish, 9.51, 19.35, 25.09, 35.49, 32.14, 43.74
ZWOLLE 2 NW, 169980, Sabine Parish, 14.62, 19.82, 25.76, 44.62, 40.55, 54.51
RED RIVER LOCK # 2, 167732, Rapides Parish, 8.96, 17.25, 20.65, 36.45, 31.34, 42.86
MANY 9 WSW, 165896, Sabine Parish, 9.50, 14.54, 22.21, 40.27, 35.92, 49.66
MOSS BLUFF, 166431, Calcasieu Parish, 6.65, 16.64, 19.52, 36.97, 32.31, 49.82
ALEXANDRIA 5 SSE, 160103, Rapides Parish, 7.26, 15.81, 18.81, 32.34, 28.44, 39.54
DRY CREEK 8NW, 162641, Beauregard Parish, 7.50, 15.91, 21.30, 32.24, 27.96, 43.78
KAPLAN, 164775, Vermilion Parish, 5.08, 13.07, 15.68, 27.00, 25.02, 33.21
MOUNT HERMON 2W, 166466, Washington Parish, 9.92, 17.29, 20.82, 39.10, 30.15, 43.16
SUN, 168861, Saint Tammany Parish, 13.22, 22.19, 25.58, 41.97, 34.61, 44.94
NEW ORLEANS AP, 12916, Jefferson Parish, 9.49, 21.46, 26.70, 39.48, 35.52, 43.46
NEW ORLEANS LAKEFRONT AP, 53917, Orleans Parish, 6.07, 22.31, 25.48, 38.51, 34.51, 41.62
NEW ORLEANS AUDUBON, 12930, Orleans Parish, 6.92, 16.68, 18.09, 28.18, 24.97, 31.28
CONVENT 2S, 162002, Saint James Parish, 9.19, 15.15, 18.01, 31.71, 26.41, 37.18
BELL CITY 13 SW, 160658, Cameron Parish, 5.02, 13.01, 15.44, 27.64, 27.51, 35.05
WEST MONROE, 169631, Ouachita Parish, 10.21, 14.72, 19.22, 33.84, 29.83, 39.60
TERRYTOWN 3S, 168941, Jefferson Parish, 6.17, 19.15, 23.15, 34.41, 30.78, 37.55
JAMESTOWN, 164592, Bienville Parish, 9.55, 12.80, 18.54, 36.10, 33.08, 42.91
BENTON 5E, 160718, Bossier Parish, 12.10, 17.03, 24.63, 39.99, 36.13, 50.64
SLIDELL AP, 53865, Saint Tammany Parish, 3.96, 14.07, 18.32, 31.34, 26.30, 35.53
NORWOOD, 166808, East Feliciana Parish, 8.83, 15.28, 20.34, 38.89, 32.69, 42.85
TALLULAH VICKSBURG REGIONAL AP, 03996, Madison Parish, 8.74, 14.77, 18.63, 34.81, 30.27, 43.53
ALEXANDRIA INTL AP, 93915, Rapides Parish, 7.07, 14.37, 17.66, 27.34, 25.27, 35.91
ALEXANDRIA, 160098, Rapides Parish, 9.46, 15.83, 20.19, 32.09, 28.91, 39.14
