Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 7.50, 10.56, 14.27, 29.05, 25.16, 38.81
SLIDELL, 168539, Saint Tammany Parish, 7.07, 13.55, 19.32, 34.35, 31.62, 46.30
SALT POINT, 12968, Saint Mary Parish, 1.89, 4.28, 5.89, 23.79, 19.96, 32.79
FRANKLIN 3 NW, 163313, Saint Mary Parish, 10.60, 16.55, 19.68, 37.25, 33.77, 49.12
HACKBERRY 8 SSW, 163979, Cameron Parish, M, M, M, 7.82, 5.25, 9.17
NAPOLEONVILLE, 166561, Assumption Parish, 8.66, 15.97, 19.56, 40.10, 35.41, 53.39
JEANERETTE 5 NW, 164674, Iberia Parish, 7.21, 12.91, 18.05, 36.47, 32.28, 45.38
ABBEVILLE, 160007, Vermilion Parish, 7.30, 13.14, 19.62, 32.38, 30.90, 40.73
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 5.92, 13.58, 22.45, 34.57, 32.80, 44.03
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 8.41, 13.11, 17.26, 30.32, 26.53, 39.34
DONALDSONVILLE 4 SW, 162534, Assumption Parish, 5.68, 14.74, 18.97, 36.02, 31.95, 49.97
BAYOU SORREL LOCK, 160565, Iberville Parish, 9.00, 12.67, 16.14, 32.32, 27.21, 39.45
LAKE CHARLES REGIONAL AP, 03937, Calcasieu Parish, 7.27, 15.94, 19.68, 36.02, 33.95, 43.40
GONZALES, 163695, Ascension Parish, 7.54, 15.61, 19.57, 38.47, 34.53, 46.37
CARVILLE 2 SW, 161565, Iberville Parish, 8.47, 13.09, 16.33, 36.44, 32.59, 44.49
LAFAYETTE REGIONAL AP, 13976, Lafayette Parish, 8.79, 14.20, 19.28, 34.31, 31.47, 45.66
CROWLEY 2 NE, 162212, Acadia Parish, 7.37, 14.19, 19.21, 32.61, 29.37, 42.44
JENNINGS, 164700, Jefferson Davis Parish, 9.49, 17.00, 21.78, 34.93, 32.29, 44.55
LAKE CHARLES PORT, 165076, Calcasieu Parish, 9.13, 18.35, 21.90, 40.70, 36.86, 47.17
SULPHUR, 168831, Calcasieu Parish, 11.33, 19.19, 22.33, 37.28, 34.53, 41.58
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 8.51, 17.61, 20.75, 36.81, 34.56, 43.83
PLAQUEMINE 2 N, 167366, Iberville Parish, 4.35, 10.33, 14.75, 29.03, 25.45, 35.01
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, M, M, M, 6.02, 6.02, 6.02
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 8.21, 11.76, 16.48, 33.98, 29.68, 41.02
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 9.38, 15.66, 19.26, 43.56, 39.09, 50.47
GRAND COTEAU, 163800, Saint Landry Parish, M, M, M, 2.10, 0.00, 11.80
PORT ALLEN, 167448, West Baton Rouge Parish, 9.91, 13.29, 19.12, 37.59, 35.12, 46.43
HAMMOND, 164034, Tangipahoa Parish, 6.92, 12.51, 17.16, 18.52, 18.52, 18.52
LIVINGSTON, 165438, Livingston Parish, 9.10, 13.10, 19.83, 43.83, 39.71, 50.73
BATON ROUGE METRO AP, 13970, East Baton Rouge Parish, 9.97, 13.01, 17.63, 35.88, 32.57, 44.20
OBERLIN FIRE TOWER, 166938, Allen Parish, 11.14, 19.42, 21.96, 43.91, 40.97, 48.36
NEW ROADS 5 NE, 166686, Pointe Coupee Parish, 9.83, 13.99, 17.88, 35.98, 32.77, 45.87
VILLE PLATTE, 169369, Evangeline Parish, 6.35, 14.90, 17.80, 34.13, 30.77, 38.01
PINE GROVE FIRE TOWER, 167304, Saint Helena Parish, 8.27, 11.62, 16.68, 35.72, 31.55, 44.70
ST. FRANCISVILLE, 168136, West Feliciana Parish, 8.66, 12.33, 16.16, 34.63, 31.35, 41.66
BEAVER FIRE TOWER, 160617, Evangeline Parish, 11.19, 19.27, 22.67, 42.25, 39.66, 47.57
BUNKIE, 161287, Avoyelles Parish, 9.13, 18.30, 22.60, 46.51, 44.48, 53.87
MARKSVILLE, 165920, Avoyelles Parish, 10.74, 18.99, 22.02, 41.16, 38.63, 44.32
LEESVILLE, 165266, Vernon Parish, 10.54, 27.54, 31.40, 48.65, 46.22, 52.61
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 10.77, 21.12, 24.58, 41.26, 39.04, 46.49
BOYCE 3 WNW, 161232, Rapides Parish, 8.88, 20.62, 24.28, 42.59, 40.21, 47.21
PEASON RIDGE RANGE, 03949, Sabine Parish, 6.19, 16.44, 20.88, 33.11, 30.65, 38.07
JONESVILLE LOCKS, 164739, Catahoula Parish, 1.40, 10.36, 14.97, 31.27, 29.12, 34.56
ST. JOSEPH 3 N, 168163, Tensas Parish, M, 0.00, 8.51, 26.19, 24.46, 30.07
LOGANSPORT, 165522, De Soto Parish, 8.83, 20.97, 25.04, 42.05, 40.16, 49.13
WINNSBORO 5 SSE, 169806, Franklin Parish, 8.90, 18.60, 25.61, 41.63, 39.70, 45.08
COLUMBIA LOCK, 161979, Caldwell Parish, 6.22, 15.08, 22.72, 40.22, 38.50, 44.01
