Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
CLINTON 5 SE, 161899, East Feliciana Parish, 9.60, 12.89, 20.56, 32.01, 12.89, 29.11
BEAVER FIRE TOWER, 160617, Evangeline Parish, 8.70, 12.38, 15.40, 27.40, 11.51, 19.55
BUNKIE, 161287, Avoyelles Parish, 8.72, 12.35, 16.37, 27.19, 11.45, 20.18
MARKSVILLE, 165920, Avoyelles Parish, 8.31, 13.92, 16.65, 28.87, 13.92, 21.93
LEESVILLE, 165266, Vernon Parish, 10.82, 15.14, 18.41, 36.00, 14.21, 20.93
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 7.52, 11.36, 14.16, 21.95, 10.65, 16.80
BOYCE 3 WNW, 161232, Rapides Parish, 12.53, 18.00, 21.63, 31.79, 17.25, 23.64
PEASON RIDGE RANGE, 03949, Sabine Parish, 11.18, 12.16, 16.66, 33.37, 12.16, 19.30
JONESVILLE LOCKS, 164739, Catahoula Parish, 6.73, 10.22, 14.69, 23.38, 9.43, 20.35
DONALDSONVILLE 4 SW, 162534, Assumption Parish, 6.11, 9.57, 16.50, 26.64, 9.09, 19.65
BAYOU SORREL LOCK, 160565, Iberville Parish, 6.04, 9.92, 16.99, 30.95, 9.13, 22.94
LAKE CHARLES REGIONAL AP, 03937, Calcasieu Parish, 9.04, 12.97, 17.26, 35.81, 12.16, 23.62
GONZALES, 163695, Ascension Parish, 5.97, 9.38, 17.56, 32.38, 8.72, 22.97
CARVILLE 2 SW, 161565, Iberville Parish, 4.32, 7.82, 17.99, 28.94, 7.45, 24.05
LAFAYETTE REGIONAL AP, 13976, Lafayette Parish, 3.49, 7.08, 12.14, 29.44, 5.72, 21.92
CROWLEY 2 NE, 162212, Acadia Parish, 5.20, 10.02, 15.49, 31.29, 8.09, 24.01
JENNINGS, 164700, Jefferson Davis Parish, 7.05, 11.31, 16.49, 32.20, 10.16, 22.63
LAKE CHARLES PORT, 165076, Calcasieu Parish, 6.97, 11.36, 15.97, 27.56, 10.19, 20.20
SULPHUR, 168831, Calcasieu Parish, 6.05, 12.90, 16.40, 38.25, 12.50, 20.20
OLD TOWN BAY, 166968, Calcasieu Parish, 6.75, 11.10, 18.60, 43.60, 10.05, 22.45
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 6.94, 11.44, 15.79, 35.82, 10.31, 19.19
PLAQUEMINE 2 N, 167366, Iberville Parish, 6.42, 10.17, 17.25, 29.26, 9.72, 23.67
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, 0.00, 0.00, 0.00, 2.34, 0.00, 0.00
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 7.67, 11.55, 17.19, 27.16, 10.68, 22.55
LSU BEN-HUR FARM, 165620, East Baton Rouge Parish, 6.07, 9.89, 15.55, 26.71, 9.06, 21.45
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 5.97, 9.47, 17.90, 29.34, 8.83, 23.66
GRAND COTEAU, 163800, Saint Landry Parish, 4.59, 9.37, 14.61, 27.42, 7.82, 21.42
PORT ALLEN, 167448, West Baton Rouge Parish, 5.38, 9.10, 15.70, 26.13, 8.20, 22.00
OPELOUSAS, 166995, Saint Landry Parish, 3.38, 3.38, 3.38, 14.58, 3.38, 8.61
LIVINGSTON, 165438, Livingston Parish, 6.46, 11.45, 20.20, 32.75, 10.00, 23.22
BATON ROUGE METRO AP, 13970, East Baton Rouge Parish, 7.27, 10.81, 16.66, 25.51, 9.93, 22.20
OBERLIN FIRE TOWER, 166938, Allen Parish, 7.49, 12.39, 15.22, 26.83, 11.01, 17.98
NEW ROADS 5 NE, 166686, Pointe Coupee Parish, 4.61, 7.90, 13.30, 29.96, 6.78, 25.56
VILLE PLATTE, 169369, Evangeline Parish, 6.63, 10.75, 16.70, 24.77, 9.92, 19.64
PINE GROVE FIRE TOWER, 167304, Saint Helena Parish, 9.24, 13.59, 18.52, 28.81, 12.79, 22.20
ST. FRANCISVILLE, 168136, West Feliciana Parish, 7.28, 11.75, 20.21, 37.42, 10.47, 33.12
TAYLORTOWN, 168927, Bossier Parish, M, M, 3.48, 11.96, M, 6.12
BLANCHARD, 160861, Caddo Parish, M, M, 2.39, 7.75, M, 5.63
WELSH 0.7 W, LAJD0002, Jefferson Davis Parish, 8.61, 12.88, 17.83, 29.25, 11.51, 22.37
RUSTON 5.5 NNW, LALN0003, Lincoln Parish, 12.02, 15.54, 19.36, 27.54, 15.42, 22.37
DENHAM SPRINGS 6.8 N, LALV0002, Livingston Parish, 8.43, 12.42, 19.76, 27.89, 11.34, 23.30
