Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 17.93, 21.99, 30.94, 48.67, 56.73, 67.34
LUTCHER, 165783, Saint James Parish, 10.68, 15.56, 19.30, 30.12, 35.93, 39.33
SLIDELL, 168539, Saint Tammany Parish, 7.31, 13.88, 25.28, 47.35, 60.29, 66.47
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 17.78, 18.37, 32.29, 50.97, 57.39, 69.40
SALT POINT, 12968, Saint Mary Parish, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 9.67, 17.16, 24.18, 46.88, 51.82, 58.24
GALLIANO, 163433, Lafourche Parish, 19.02, 21.76, 31.85, 53.19, 60.34, 68.43
MORGAN CITY, 166394, Saint Mary Parish, 21.47, 26.36, 40.86, 58.08, 64.61, 69.12
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 22.20, 29.40, 38.06, 52.16, 60.65, 73.40
FRANKLIN 3 NW, 163313, Saint Mary Parish, 18.15, 26.26, 35.77, 58.58, 67.89, 79.83
HACKBERRY 8 SSW, 163979, Cameron Parish, 24.94, 26.45, 41.52, 53.84, 62.57, 74.69
NAPOLEONVILLE, 166561, Assumption Parish, 12.63, 19.26, 29.93, 47.77, 56.47, 62.20
JEANERETTE 5 NW, 164674, Iberia Parish, 11.78, 20.78, 28.95, 48.09, 57.50, 67.63
ABBEVILLE, 160007, Vermilion Parish, 16.48, 20.47, 28.68, 46.00, 53.31, 63.43
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 18.19, 21.45, 30.49, 45.01, 55.68, 65.06
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 16.30, 24.34, 33.13, 49.43, 52.38, 63.26
DONALDSONVILLE 4 SW, 162534, Assumption Parish, 10.60, 16.33, 27.24, 47.40, 60.11, 68.22
BAYOU SORREL LOCK, 160565, Iberville Parish, 16.54, 23.71, 37.07, 62.34, 69.50, 79.38
LAKE CHARLES REGIONAL AP, 03937, Calcasieu Parish, 23.13, 27.41, 36.00, 56.69, 63.76, 79.28
GONZALES, 163695, Ascension Parish, 15.56, 20.58, 29.37, 54.29, 64.36, 71.84
CARVILLE 2 SW, 161565, Iberville Parish, 10.67, 18.87, 30.35, 59.01, 66.39, 78.85
LAFAYETTE REGIONAL AP, 13976, Lafayette Parish, 13.56, 21.27, 29.08, 49.10, 52.85, 65.23
CROWLEY 2 NE, 162212, Acadia Parish, 11.72, 17.17, 25.96, 45.57, 57.76, 68.12
JENNINGS, 164700, Jefferson Davis Parish, 13.97, 20.49, 32.23, 57.91, 69.73, 77.89
LAKE CHARLES PORT, 165076, Calcasieu Parish, 17.46, 25.41, 38.17, 60.68, 70.91, 76.24
SULPHUR, 168831, Calcasieu Parish, 22.45, 29.65, 48.40, 84.60, 93.87, 102.16
OLD TOWN BAY, 166968, Calcasieu Parish, 26.36, 30.26, 42.87, 72.70, 82.59, 94.36
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 25.34, 34.53, 49.91, 76.93, 87.20, 100.34
PLAQUEMINE 2 N, 167366, Iberville Parish, 10.38, 13.39, 22.41, 46.31, 57.34, 66.05
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, 2.34, 2.34, 6.22, 17.40, 28.89, 28.89
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 7.42, 17.30, 26.41, 49.75, 60.60, 69.38
LSU BEN-HUR FARM, 165620, East Baton Rouge Parish, 10.73, 13.45, 20.76, 45.66, 56.61, 64.42
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 13.68, 16.58, 26.19, 46.97, 59.65, 68.17
GRAND COTEAU, 163800, Saint Landry Parish, 9.24, 11.86, 23.83, 41.93, 54.46, 66.47
PORT ALLEN, 167448, West Baton Rouge Parish, 10.36, 14.85, 22.56, 46.41, 61.49, 70.43
OPELOUSAS, 166995, Saint Landry Parish, 11.90, 16.70, 21.38, 43.38, 56.05, 66.24
LIVINGSTON, 165438, Livingston Parish, 11.77, 17.51, 28.44, 58.38, 69.29, 79.02
BATON ROUGE METRO AP, 13970, East Baton Rouge Parish, 7.74, 14.18, 21.69, 43.82, 55.39, 68.30
OBERLIN FIRE TOWER, 166938, Allen Parish, 15.19, 19.20, 28.65, 52.13, 63.87, 72.40
NEW ROADS 5 NE, 166686, Pointe Coupee Parish, 8.84, 13.22, 17.70, 40.68, 50.31, 61.36
VILLE PLATTE, 169369, Evangeline Parish, 7.71, 13.68, 22.38, 41.16, 52.34, 60.96
PINE GROVE FIRE TOWER, 167304, Saint Helena Parish, 10.52, 16.83, 26.57, 53.29, 69.68, 80.31
ST. FRANCISVILLE, 168136, West Feliciana Parish, 12.72, 18.73, 29.25, 50.64, 65.75, 76.06
HANNA 4 SSE, 164050, Red River Parish, 23.66, 29.24, 42.47, 51.98, 51.98, 51.98
ST. JOSEPH 3 N, 168163, Tensas Parish, 6.13, 9.37, 16.34, 37.65, 46.13, 58.62
LOGANSPORT, 165522, De Soto Parish, 10.66, 14.61, 19.28, 34.58, 41.04, 50.88
WINNSBORO 5 SSE, 169806, Franklin Parish, 4.92, 8.04, 11.61, 29.87, 39.95, 49.86
COLUMBIA LOCK, 161979, Caldwell Parish, 6.78, 8.99, 12.90, 27.57, 37.98, 48.20
BIENVILLE 3 NE, 160800, Bienville Parish, 14.71, 17.24, 23.42, 37.59, 43.76, 52.09
SAILES FIRE TOWER, 168094, Bienville Parish, 9.13, 12.56, 17.08, 28.86, 35.84, 43.64
KEITHVILLE, 164816, Caddo Parish, 13.71, 17.18, 21.03, 35.53, 40.51, 51.34
TALLULAH, 168923, Madison Parish, 7.97, 10.92, 14.26, 36.11, 45.65, 56.35
KORAN, 164931, Bossier Parish, 12.41, 14.89, 18.79, 32.74, 38.12, 46.20
RED RIVER RESEARCH STATION, 167738, Bossier Parish, 12.14, 13.87, 19.87, 31.34, 36.33, 43.04
SHREVEPORT AP, 13957, Caddo Parish, 7.32, 9.45, 12.47, 25.80, 30.10, 38.58
MONROE REGIONAL AP, 13942, Ouachita Parish, 9.26, 12.17, 20.69, 37.57, 47.16, 55.17
