Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 4.39, 6.91, 7.60, 37.64, 9.90, 38.64
LUTCHER, 165783, Saint James Parish, 3.51, 3.69, 3.69, 7.15, 3.69, 7.87
SLIDELL, 168539, Saint Tammany Parish, 4.85, 10.75, 13.95, 36.32, 15.76, 39.02
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 5.14, 9.73, 13.35, 37.18, 17.97, 40.48
SALT POINT, 12968, Saint Mary Parish, 3.16, 3.58, 3.58, 3.58, 3.58, 3.58
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 4.40, 7.12, 8.98, 29.69, 9.62, 30.57
GALLIANO, 163433, Lafourche Parish, 4.49, 7.79, 11.28, 29.91, 11.81, 30.03
MORGAN CITY, 166394, Saint Mary Parish, 7.97, 11.81, 15.09, 21.04, 16.15, 21.04
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 2.19, 5.18, 5.90, 22.93, 8.33, 25.01
FRANKLIN 3 NW, 163313, Saint Mary Parish, 8.73, 12.02, 15.93, 32.67, 17.16, 34.79
HACKBERRY 8 SSW, 163979, Cameron Parish, 5.98, 8.51, 9.14, 22.06, 9.14, 23.99
NAPOLEONVILLE, 166561, Assumption Parish, 6.57, 11.54, 14.00, 34.97, 15.35, 37.97
JEANERETTE 5 NW, 164674, Iberia Parish, 7.81, 11.25, 12.41, 29.82, 14.88, 30.36
ABBEVILLE, 160007, Vermilion Parish, 7.34, 10.87, 11.79, 40.63, 15.30, 42.76
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 8.54, 10.83, 12.14, 34.11, 14.79, 35.35
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 5.78, 8.79, 10.07, 32.63, 12.56, 33.55
DONALDSONVILLE 4 SW, 162534, Assumption Parish, 5.08, 9.79, 12.69, 32.79, 14.21, 34.59
BAYOU SORREL LOCK, 160565, Iberville Parish, 2.16, 4.65, 7.01, 19.24, 7.14, 24.48
LAKE CHARLES REGIONAL AP, 03937, Calcasieu Parish, 8.42, 10.14, 12.32, 30.64, 16.48, 32.57
GONZALES, 163695, Ascension Parish, 6.02, 10.82, 14.27, 35.65, 16.19, 37.09
CARVILLE 2 SW, 161565, Iberville Parish, 5.04, 10.02, 12.57, 32.68, 14.37, 35.18
LAFAYETTE REGIONAL AP, 13976, Lafayette Parish, 2.54, 3.83, 5.52, 22.75, 8.49, 23.27
CROWLEY 2 NE, 162212, Acadia Parish, 5.80, 9.68, 11.24, 34.67, 14.74, 36.34
JENNINGS, 164700, Jefferson Davis Parish, 7.10, 9.95, 11.67, 29.88, 15.45, 31.69
LAKE CHARLES PORT, 165076, Calcasieu Parish, 8.15, 9.52, 12.81, 32.86, 17.08, 36.06
SULPHUR, 168831, Calcasieu Parish, 7.48, 10.12, 13.75, 38.62, 18.45, 40.61
OLD TOWN BAY, 166968, Calcasieu Parish, M, M, 0.90, 20.87, 5.50, 23.40
LAKE CHARLES 2 N, 165074, Calcasieu Parish, 6.03, 7.70, 10.93, 32.05, 15.18, 34.70
PLAQUEMINE 2 N, 167366, Iberville Parish, 5.74, 10.30, 11.84, 30.09, 13.84, 31.71
BAYOU MANCHAC POINT, 160563, East Baton Rouge Parish, M, M, M, 4.72, 0.47, 4.72
BATON ROUGE SHERWOOD, 160558, East Baton Rouge Parish, 5.36, 8.69, 10.76, 29.42, 12.74, 30.34
LSU BEN-HUR FARM, 165620, East Baton Rouge Parish, 5.33, 9.05, 10.74, 26.54, 12.61, 27.46
ABITA SPRINGS FIRE TOWER, 160021, Saint Tammany Parish, 4.88, 9.46, 13.39, 32.21, 15.03, 34.14
GRAND COTEAU, 163800, Saint Landry Parish, 6.38, 9.75, 11.25, 31.18, 13.93, 33.39
PORT ALLEN, 167448, West Baton Rouge Parish, 6.23, 9.39, 10.60, 30.75, 13.30, 30.97
OPELOUSAS, 166995, Saint Landry Parish, M, M, M, 7.54, M, 7.54
