Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
CLINTON 5 SE, 161899, East Feliciana Parish, 7.51, 14.50, 20.78, 35.04, 32.31, 40.41
BEAVER FIRE TOWER, 160617, Evangeline Parish, 6.21, 14.86, 20.57, 36.35, 31.60, 43.72
OAKDALE, 166836, Allen Parish, 4.42, 7.42, 9.67, 20.92, 20.92, 20.92
DE RIDDER, 162367, Beauregard Parish, 5.39, 15.17, 21.46, 30.83, 26.91, 41.26
BUNKIE, 161287, Avoyelles Parish, 6.55, 16.81, 24.25, 35.29, 32.54, 40.52
MARKSVILLE, 165920, Avoyelles Parish, 5.99, 16.97, 25.02, 36.27, 32.86, 42.34
LEESVILLE, 165266, Vernon Parish, 8.32, 17.97, 24.37, 34.98, 31.25, 45.25
LSU DEAN LEE RES. STA., 165630, Rapides Parish, 5.99, 12.86, 20.67, 32.91, 30.82, 35.22
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 9.21, 15.19, 19.52, 32.05, 28.92, 38.18
BOYCE 3 WNW, 161232, Rapides Parish, 8.91, 17.28, 24.41, 38.64, 34.93, 50.66
PEASON RIDGE RANGE, 03949, Sabine Parish, 8.58, 13.86, 17.88, 23.34, 20.58, 24.55
JONESVILLE LOCKS, 164739, Catahoula Parish, 9.25, 16.43, 22.98, 36.35, 31.34, 41.25
PLAIN DEALING, 167344, Bossier Parish, 9.21, 13.30, 23.33, 38.33, 35.61, 49.27
SPRINGHILL, 168683, Webster Parish, 10.12, 13.70, 21.39, 34.00, 31.09, 44.28
BAKER, 160462, East Baton Rouge Parish, 6.00, 14.67, 19.47, 34.56, 29.07, 40.06
VIDALIA NO 2, 169357, Concordia Parish, 1.66, 2.77, 8.83, 18.13, 14.56, 21.74
ST MARTINVILLE 3 SW, 168181, Saint Martin Parish, 9.95, 22.88, 26.76, 36.59, 34.64, 41.86
JENA, 164696, La Salle Parish, 8.35, 13.03, 19.95, 31.10, 27.50, 38.76
BATON ROUGE CONCORD, 160548, East Baton Rouge Parish, 4.17, 14.09, 18.77, 31.85, 26.28, 37.64
SHREVEPORT DOWNTOWN, 168436, Caddo Parish, 10.59, 17.23, 26.26, 42.14, 38.20, 53.11
RAYVILLE, 167691, Richland Parish, 6.40, 10.89, 15.14, 30.89, 26.50, 37.78
CARENCRO, 161535, Lafayette Parish, M, M, M, 0.04, M, 5.56
MARRERO 9 SSW, 165926, Jefferson Parish, 3.01, 15.31, 21.32, 27.47, 25.78, 29.46
RED RIVER LOCK #1, 167729, Catahoula Parish, 5.86, 8.74, 15.72, 23.68, 21.28, 27.35
PONCHATOULA 4 E, 167425, Tangipahoa Parish, 7.04, 16.40, 20.54, 28.74, 28.74, 28.74
LEESVILLE 6 SSW, 165287, Vernon Parish, 9.21, 19.05, 25.81, 35.19, 31.84, 43.44
ZWOLLE 2 NW, 169980, Sabine Parish, 10.76, 16.26, 22.65, 41.24, 36.69, 50.65
RED RIVER LOCK # 2, 167732, Rapides Parish, 8.76, 17.05, 23.55, 36.31, 31.14, 42.66
MANY 9 WSW, 165896, Sabine Parish, 8.15, 13.22, 22.35, 39.45, 34.57, 48.31
MOSS BLUFF, 166431, Calcasieu Parish, 6.64, 16.63, 21.76, 37.11, 32.30, 49.81
ALEXANDRIA 5 SSE, 160103, Rapides Parish, 7.24, 15.79, 19.22, 32.32, 28.42, 39.52
DRY CREEK 8NW, 162641, Beauregard Parish, 7.50, 15.91, 22.90, 33.38, 27.96, 43.78
KAPLAN, 164775, Vermilion Parish, 4.07, 12.06, 15.67, 25.99, 24.01, 32.20
MOUNT HERMON 2W, 166466, Washington Parish, 8.67, 16.04, 21.53, 37.85, 28.90, 41.91
SUN, 168861, Saint Tammany Parish, 11.45, 20.42, 25.16, 40.20, 32.84, 43.17
NEW ORLEANS AP, 12916, Jefferson Parish, 9.01, 20.98, 27.21, 39.00, 35.04, 42.98
NEW ORLEANS LAKEFRONT AP, 53917, Orleans Parish, 4.35, 20.59, 25.06, 36.79, 32.79, 39.90
NEW ORLEANS AUDUBON, 12930, Orleans Parish, 6.49, 16.25, 17.98, 27.75, 24.54, 30.85
CONVENT 2S, 162002, Saint James Parish, 7.16, 13.12, 16.90, 29.68, 24.38, 35.15
BELL CITY 13 SW, 160658, Cameron Parish, 4.65, 12.66, 15.94, 27.29, 27.14, 34.68
WEST MONROE, 169631, Ouachita Parish, 9.37, 13.98, 18.82, 33.28, 28.99, 38.76
TERRYTOWN 3S, 168941, Jefferson Parish, 4.38, 17.36, 21.86, 32.62, 28.99, 35.76
JAMESTOWN, 164592, Bienville Parish, 8.09, 11.38, 17.38, 34.87, 31.62, 41.45
BENTON 5E, 160718, Bossier Parish, 12.10, 17.03, 25.10, 39.99, 36.13, 50.64
SLIDELL AP, 53865, Saint Tammany Parish, 3.92, 14.03, 19.32, 31.30, 26.26, 35.49
NORWOOD, 166808, East Feliciana Parish, 8.54, 14.99, 24.25, 38.60, 32.40, 42.56
