Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
LELAND BOWMAN LOCK, 165296, Vermilion Parish, 3.94, 6.76, 7.60, 29.18, 9.90, 38.64
LUTCHER, 165783, Saint James Parish, 3.28, 4.11, 4.11, 7.57, 4.11, 8.29
SLIDELL, 168539, Saint Tammany Parish, 5.77, 11.03, 14.87, 32.13, 16.68, 39.94
LAKE CHARLES 7 NW, 165072, Calcasieu Parish, 5.29, 9.81, 13.50, 35.37, 18.12, 40.63
SALT POINT, 12968, Saint Mary Parish, 3.17, 3.59, 3.59, 3.59, 3.59, 3.59
BOOTHVILLE ASOS, 12884, Plaquemines Parish, 4.02, 7.13, 8.99, 29.69, 9.63, 30.58
GALLIANO, 163433, Lafourche Parish, 4.49, 7.69, 11.28, 29.80, 11.81, 30.03
MORGAN CITY, 166394, Saint Mary Parish, 8.24, 11.69, 15.41, 21.36, 16.47, 21.36
ROCKEFELLER WL REFUGE, 167932, Cameron Parish, 2.08, 5.06, 5.90, 22.37, 8.33, 25.01
FRANKLIN 3 NW, 163313, Saint Mary Parish, 8.41, 12.02, 15.93, 32.57, 17.16, 34.79
HACKBERRY 8 SSW, 163979, Cameron Parish, 6.10, 8.63, 9.26, 21.39, 9.26, 24.11
NAPOLEONVILLE, 166561, Assumption Parish, 5.99, 10.74, 14.30, 32.14, 15.65, 38.27
JEANERETTE 5 NW, 164674, Iberia Parish, 6.86, 11.18, 12.46, 29.70, 14.93, 30.41
ABBEVILLE, 160007, Vermilion Parish, 7.13, 10.73, 11.80, 34.96, 15.31, 42.77
LAKE ARTHUR 7 SW, 165065, Cameron Parish, 8.36, 10.68, 12.14, 32.29, 14.79, 35.35
NEW IBERIA AIRPORT - ACADIANA REGIONAL, 53915, Iberia Parish, 5.49, 8.79, 10.07, 27.43, 12.56, 33.55
CLINTON 5 SE, 161899, East Feliciana Parish, 3.96, 8.23, 12.51, 31.52, 12.63, 32.45
BEAVER FIRE TOWER, 160617, Evangeline Parish, 8.31, 10.23, 13.54, 32.06, 17.62, 32.87
