Name,ID,County,Last30Days,Last60Days,Last90Days,Last180Days,SinceJan1,SinceOct1
MARKSVILLE, 165920, Avoyelles Parish, 8.01, 9.70, 11.79, 26.19, 53.06, 8.01
LEESVILLE, 165266, Vernon Parish, 12.91, 14.10, 16.17, 33.04, 55.97, 12.91
LSU DEAN LEE RES. STA., 165630, Rapides Parish, 6.99, 9.76, 10.77, 26.08, 50.91, 6.99
ALEXANDRIA ESLER FIELD, 13935, Rapides Parish, 11.57, 12.64, 14.39, 29.65, 49.36, 11.57
BOYCE 3 WNW, 161232, Rapides Parish, 15.61, 18.91, 19.22, 37.32, 63.35, 15.61
PEASON RIDGE RANGE, 03949, Sabine Parish, 12.13, 12.80, 14.14, 32.71, 44.71, 12.13
JONESVILLE LOCKS, 164739, Catahoula Parish, 7.50, 8.32, 9.82, 29.98, 52.07, 7.50
PLAIN DEALING, 167344, Bossier Parish, 7.47, 8.22, 9.98, 25.18, 51.58, 7.47
SPRINGHILL, 168683, Webster Parish, 6.07, 6.69, 9.01, 28.46, 49.43, 6.07
BAKER, 160462, East Baton Rouge Parish, 11.36, 13.29, 18.38, 38.22, 61.29, 11.36
VIDALIA NO 2, 169357, Concordia Parish, 8.24, 8.24, 8.36, 13.51, 26.41, 8.24
ST MARTINVILLE 3 SW, 168181, Saint Martin Parish, 5.80, 7.63, 12.53, 34.55, 59.24, 5.80
JENA, 164696, La Salle Parish, 8.01, 9.10, 9.60, 23.94, 43.18, 8.01
BATON ROUGE CONCORD, 160548, East Baton Rouge Parish, 10.08, 14.66, 18.62, 39.63, 61.74, 10.08
SHREVEPORT DOWNTOWN, 168436, Caddo Parish, 8.27, 8.61, 11.93, 33.30, 60.91, 8.27
RAYVILLE, 167691, Richland Parish, 7.63, 9.43, 10.43, 25.20, 45.30, 7.63
MARRERO 9 SSW, 165926, Jefferson Parish, 4.58, 10.96, 15.87, 29.09, 51.87, 4.58
RED RIVER LOCK #1, 167729, Catahoula Parish, 7.51, 9.28, 10.42, 28.06, 43.48, 7.51
PONCHATOULA 4 E, 167425, Tangipahoa Parish, 9.48, 13.57, 16.45, 36.56, 58.26, 9.48
LEESVILLE 6 SSW, 165287, Vernon Parish, 9.10, 12.05, 14.35, 33.45, 56.08, 9.10
ZWOLLE 2 NW, 169980, Sabine Parish, 7.71, 9.68, 9.79, 30.38, 56.31, 7.71
RED RIVER LOCK # 2, 167732, Rapides Parish, 6.35, 8.78, 11.19, 27.18, 49.56, 6.35
MANY 9 WSW, 165896, Sabine Parish, 9.74, 12.22, 12.75, 27.13, 53.55, 9.74
KILLIAN, 164878, Livingston Parish, M, M, 0.00, 0.00, 0.00, M
MOSS BLUFF, 166431, Calcasieu Parish, 4.70, 12.25, 14.74, 30.14, 55.80, 4.70
ALEXANDRIA 5 SSE, 160103, Rapides Parish, 12.19, 13.64, 16.95, 32.91, 54.09, 12.19
DRY CREEK 8NW, 162641, Beauregard Parish, 6.31, 7.19, 9.99, 22.05, 42.51, 6.31
KAPLAN, 164775, Vermilion Parish, 4.18, 7.68, 12.51, 28.00, 47.94, 4.18
MOUNT HERMON 2W, 166466, Washington Parish, 7.91, 10.45, 12.15, 29.70, 49.93, 7.91
SUN, 168861, Saint Tammany Parish, 6.01, 10.62, 12.66, 34.87, 56.26, 6.01
NEW ORLEANS AP, 12916, Jefferson Parish, 9.54, 12.26, 15.54, 32.58, 58.63, 9.54
NEW ORLEANS LAKEFRONT AP, 53917, Orleans Parish, 6.17, 11.64, 15.99, 28.96, 57.40, 6.17
NEW ORLEANS AUDUBON, 12930, Orleans Parish, 6.04, 8.34, 10.99, 27.93, 45.98, 6.04
CONVENT 2S, 162002, Saint James Parish, 8.49, 13.02, 15.94, 33.85, 51.07, 8.49
BELL CITY 13 SW, 160658, Cameron Parish, 3.63, 9.79, 15.66, 30.25, 52.74, 3.63
WEST MONROE, 169631, Ouachita Parish, 5.67, 6.29, 6.83, 22.49, 42.11, 5.67
TERRYTOWN 3S, 168941, Jefferson Parish, 3.37, 8.96, 11.42, 27.36, 51.97, 3.37
JAMESTOWN, 164592, Bienville Parish, 7.13, 7.74, 7.99, 25.45, 48.98, 7.13
BENTON 5E, 160718, Bossier Parish, 7.75, 8.26, 9.96, 31.53, 55.56, 7.75
SLIDELL AP, 53865, Saint Tammany Parish, 4.87, 8.21, 11.74, 21.06, 43.43, 4.87
NORWOOD, 166808, East Feliciana Parish, 10.02, 13.07, 17.03, 32.65, 56.51, 10.02
TALLULAH VICKSBURG REGIONAL AP, 03996, Madison Parish, 10.60, 11.38, 14.59, 30.30, 51.83, 10.60
ALEXANDRIA INTL AP, 93915, Rapides Parish, 12.31, 14.18, 15.15, 30.49, 48.76, 12.31
ALEXANDRIA, 160098, Rapides Parish, 8.00, 9.61, 12.46, 30.59, 50.04, 8.00
NEW ORLEANS ALVIN CALLENDER FIELD, 12958, Jefferson Parish, 0.02, 1.61, 2.59, 7.96, 16.11, 0.02
HAMMOND MUNICIPAL AIRPORT, 03908, Tangipahoa Parish, M, M, 0.00, 0.00, 0.00, M
PORT VINCENT 4.4 W, LAAS0002, Ascension Parish, 6.72, 8.24, 13.16, 34.75, 53.13, 6.72
GONZALES 4.0 S, LAAS0005, Ascension Parish, 10.16, 15.15, 17.18, 34.15, 59.52, 10.16
BUNKIE 0.3 WSW, LAAV0001, Avoyelles Parish, 6.99, 8.69, 11.23, 25.32, 46.99, 6.99
BOSSIER CITY 6.7 NNW, LABS0001, Bossier Parish, 7.29, 7.29, 10.75, 33.41, 57.23, 7.29
BIENVILLE 0.5 S, LABV0001, Bienville Parish, 6.63, 7.43, 7.84, 27.85, 49.54, 6.63
IOWA 0.9 ESE, LACC0003, Calcasieu Parish, 3.31, 7.30, 11.66, 27.68, 53.26, 3.31
WESTLAKE 0.7 WNW, LACC0005, Calcasieu Parish, 3.12, 11.95, 14.51, 33.85, 50.74, 3.12
SULPHUR 2.2 E, LACC0006, Calcasieu Parish, 3.75, 15.00, 18.06, 36.62, 61.61, 3.75
IOWA 9.7 NNW, LACC0009, Calcasieu Parish, 5.24, 10.14, 14.26, 31.48, 58.58, 5.24
SHREVEPORT 6.2 S, LACD0001, Caddo Parish, 7.95, 8.08, 9.40, 30.57, 54.72, 7.95
FERRIDAY 1.1 NNW, LACN0002, Concordia Parish, 9.57, 10.66, 12.32, 28.79, 50.71, 9.57
SICILY ISLAND 3.3 WNW, LACT0001, Catahoula Parish, 9.90, 11.64, 12.11, 28.78, 53.26, 9.90
BATON ROUGE 2.7 SW, LAEB0002, East Baton Rouge Parish, 10.37, 14.26, 19.73, 42.52, 64.15, 10.37
GARDERE 1.2 ENE, LAEB0005, East Baton Rouge Parish, 9.58, 15.16, 18.86, 43.70, 63.63, 9.58
BROWNFIELDS 5.8 NE, LAEB0009, East Baton Rouge Parish, 0.12, 2.27, 5.42, 18.57, 35.45, 0.12
BATON ROUGE 3.5 E, LAEB0014, East Baton Rouge Parish, 9.87, 13.68, 16.76, 35.83, 52.83, 9.87
MONTICELLO 3.0 ENE, LAEB0019, East Baton Rouge Parish, 9.96, 12.40, 15.53, 34.73, 54.44, 9.96
SHENANDOAH 1.5 E, LAEB0022, East Baton Rouge Parish, 9.69, 13.15, 15.73, 34.95, 55.00, 9.69
BROWNFIELDS 4.0 E, LAEB0023, East Baton Rouge Parish, 9.01, 10.68, 15.91, 31.71, 52.47, 9.01
BATON ROUGE 2.5 E, LAEB0027, East Baton Rouge Parish, 10.53, 14.70, 18.29, 38.65, 58.12, 10.53
CENTRAL 2.2 SE, LAEB0031, East Baton Rouge Parish, 8.00, 10.50, 12.43, 27.25, 46.55, 8.00
LSU, LAEB0033, East Baton Rouge Parish, 10.69, 14.71, 22.66, 46.84, 68.83, 10.69
BATON ROUGE 4.3 S, LAEB0041, East Baton Rouge Parish, 9.39, 14.46, 18.65, 39.20, 57.86, 9.39
INNISWOLD 2.8 S, LAEB0042, East Baton Rouge Parish, 10.51, 15.47, 18.26, 39.88, 59.85, 10.51
ZACHARY 0.9 WSW, LAEB0045, East Baton Rouge Parish, M, M, M, 10.75, 31.52, M
WINNSBORO 5.3 NNE, LAFP0003, Franklin Parish, 8.89, 9.97, 10.91, 29.77, 44.44, 8.89
DRY PRONG 4.3 W, LAGR0001, Grant Parish, M, M, M, 0.00, 0.00, M
THIBODAUX 4 SE, 169013, Lafourche Parish, 7.64, 14.04, 17.25, 35.39, 58.17, 7.64
HODGES GARDENS, 164288, Sabine Parish, 7.86, 10.26, 12.59, 33.37, 54.06, 7.86
TALISHEEK, 168906, Saint Tammany Parish, 4.61, 10.53, 12.68, 32.81, 54.72, 4.61
SHREVEPORT SOUTHERN HILLS, 168444, Caddo Parish, 7.93, 8.59, 10.16, 30.29, 55.19, 7.93
LAFAYETTE 13 SE, 53960, Saint Martin Parish, 10.42, 12.21, 17.66, 39.74, 64.98, 10.42
MONROE 26 N, 53961, Union Parish, 7.59, 7.70, 7.74, 23.55, 49.00, 7.59
WINNSBORO 2 SE, 169804, Franklin Parish, 11.74, 13.52, 14.30, 30.20, 51.26, 11.74
ABITA RIVER COVINGTON, 160012, Saint Tammany Parish, 6.11, 11.17, 13.51, 29.23, 51.41, 6.11
TOLEDO BEND LAKE, 169074, Sabine Parish, 8.92, 11.84, 12.53, 28.83, 50.58, 8.92
Baton Rouge Area, BTRthr, -, 15.13, 17.34, 22.64, 43.52, 64.73, 15.13
Lake Charles Area, LCHthr, -, 7.26, 12.91, 16.33, 30.35, 58.92, 7.26
New Orleans Area, MSYthr, -, 9.54, 12.26, 15.54, 32.58, 58.63, 9.54
Shreveport Area, SHVthr, -, 7.10, 7.17, 9.29, 26.83, 52.03, 7.10
FORT POLK FULLERTON LANDING STRIP, 53988, Vernon Parish, 12.93, 13.89, 15.03, 32.05, 50.54, 12.93
SHREVEPORT WFO, 168448, Caddo Parish, 7.12, 7.30, 9.60, 28.37, 53.10, 7.12
MOSS BLUFF 2 NNW, 166434, Calcasieu Parish, 8.14, 14.22, 17.57, 40.77, 67.19, 8.14
GONZALES 4.5 S, LAAS0011, Ascension Parish, 0.00, 4.26, 5.68, 22.08, 46.94, 0.00
KEITHVILLE 1.5 NNW, LACD0012, Caddo Parish, 6.57, 7.12, 8.14, 27.45, 51.87, 6.57
SCOTT 1.0 N, LALY0006, Lafayette Parish, 4.27, 9.67, 13.05, 33.54, 60.30, 4.27
CARENCRO 3.9 ENE, LALY0007, Lafayette Parish, 5.43, 10.61, 14.25, 33.33, 57.27, 5.43
COVINGTON 4.0 NNE, LAST0011, Saint Tammany Parish, 6.26, 12.96, 14.83, 28.60, 47.39, 6.26
ABBEVILLE 1.0 E, LAVM0004, Vermilion Parish, 4.90, 7.67, 15.64, 29.81, 52.90, 4.90
NATCHITOCHES #2, 166584, Natchitoches Parish, 8.34, 9.22, 10.32, 26.92, 48.32, 8.34
DUTCHTOWN #2, 162688, Ascension Parish, 9.24, 11.25, 14.74, 32.55, 56.58, 9.24
VINTON 5W, 169376, Calcasieu Parish, 7.60, 14.51, 17.55, 29.71, 50.48, 7.60
SHREVEPORT 3.2 ESE, LACD0014, Caddo Parish, 0.42, 0.79, 1.65, 10.28, 27.04, 0.42
RAGLEY 5.0 SE, LABG0002, Beauregard Parish, 5.45, 8.53, 14.14, 24.77, 24.77, 5.45
BOSSIER CITY 8.2 NNW, LABS0016, Bossier Parish, 6.33, 6.45, 10.19, 29.52, 29.52, 6.33
SHREVEPORT 6.7 S, LACD0019, Caddo Parish, 7.39, 7.62, 8.74, 10.37, 10.37, 7.39
ST. BERNARD 2.7 E, LASB0002, Saint Bernard Parish, 4.00, 12.71, 19.63, 30.70, 31.18, 4.02
PONCHATOULA 0.7 SW, LATG0012, Tangipahoa Parish, 9.81, 14.08, 16.83, 23.40, 23.40, 9.81
CHAUVIN 4.9 N, LATR0009, Terrebonne Parish, 11.50, 16.19, 21.36, 29.68, 44.26, 11.50
CHAUVIN 1.0 SSW, LATR0010, Terrebonne Parish, 6.12, 14.44, 19.63, 22.12, 34.28, 6.12
JACKSON 10.1 SSW, LAEB0056, East Baton Rouge Parish, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
CHALMETTE, 166130, Saint Bernard Parish, 4.27, 4.27, 4.27, 4.27, 4.27, 4.27
BOSSIER CITY 2.4 WNW, LABS0017, Bossier Parish, 7.73, 8.01, 8.01, 8.01, 8.01, 7.73
HOUMA 6.5 WNW, LATR0007, Terrebonne Parish, M, M, M, 14.39, 29.62, M
CHAUVIN, 161705, Terrebonne Parish, 6.46, 12.41, 16.54, 21.70, 21.70, 6.46
COCODRIE 6 N, 161930, Terrebonne Parish, 5.85, 12.99, 18.06, 25.79, 37.63, 5.85
DULAC 3N, 162673, Terrebonne Parish, 9.02, 9.02, 9.02, 9.02, 9.02, 9.02
Monroe Area, MLUthr, -, 8.20, 8.56, 8.97, 21.67, 40.14, 8.20
BLANCHARD 2.8 NNE, LACD0026, Caddo Parish, 0.64, 0.64, 0.64, 0.64, 0.64, 0.64
Natchitoches Area, ICHL1thr, -, 8.34, 9.22, 10.32, 26.92, 48.32, 8.34
Tallulah-Vicksburg Area, TVRthr, -, 10.60, 11.38, 14.59, 30.30, 51.83, 10.60
SHREVEPORT 6.3 S, LACD0004, Caddo Parish, 8.21, 8.90, 10.54, 30.99, 56.79, 8.21
TAYLORTOWN, 168927, Bossier Parish, 8.50, 8.64, 10.09, 27.90, 51.25, 8.50
BLANCHARD, 160861, Caddo Parish, 6.03, 6.26, 9.80, 24.71, 50.58, 6.03
WELSH 0.7 W, LAJD0002, Jefferson Davis Parish, 4.64, 9.73, 14.79, 32.05, 55.57, 4.64
MARRERO 1.9 E, LAJF0006, Jefferson Parish, 4.87, 9.41, 12.25, 30.76, 55.76, 4.87
RUSTON 5.5 NNW, LALN0003, Lincoln Parish, 7.27, 8.15, 8.97, 33.59, 56.88, 7.27
DENHAM SPRINGS 6.8 N, LALV0002, Livingston Parish, 9.02, 10.89, 14.52, 34.81, 57.21, 9.02
DENHAM SPRINGS 4.1 NE, LALV0004, Livingston Parish, 9.40, 11.67, 14.79, 42.00, 64.04, 9.40
FRENCH SETTLEMENT 3.0 SSW, LALV0005, Livingston Parish, M, M, M, M, 0.00, M
LAFAYETTE 3.5 SSE, LALY0002, Lafayette Parish, 0.00, 0.00, 0.67, 0.69, 0.69, 0.00
BASTROP 1.0 SSE, LAMR0002, Morehouse Parish, M, M, M, 12.25, 32.45, M
SWARTZ 2.0 SSW, LAOC0001, Ouachita Parish, 7.99, 8.78, 9.14, 21.86, 42.51, 7.99
MONROE 1.9 NNW, LAOC0004, Ouachita Parish, 7.58, 7.82, 7.84, 22.29, 34.28, 7.58
MONROE 2.4 WNW, LAOC0005, Ouachita Parish, 8.09, 8.39, 8.69, 21.15, 41.01, 8.09
WEST MONROE 6.1 WSW, LAOC0010, Ouachita Parish, M, M, M, M, 5.36, M
WEST MONROE 10.1 SW, LAOC0011, Ouachita Parish, 9.36, 9.36, 9.36, 9.36, 14.86, 9.36
MONROE 3.2 SSE, LAOC0014, Ouachita Parish, 8.66, 9.60, 10.07, 23.15, 43.20, 8.66
CALHOUN 4.3 SSE, LAOC0016, Ouachita Parish, 8.48, 8.85, 9.19, 32.49, 53.41, 8.48
NEW ORLEANS 3.6 SW, LAOR0003, Orleans Parish, 4.86, 8.43, 9.99, 24.23, 43.22, 4.86
NEW ROADS 2.7 ESE, LAPC0002, Pointe Coupee Parish, 8.57, 9.50, 11.38, 31.38, 56.44, 8.57
GRAMERCY 0.4 NW, LASJ0002, Saint James Parish, 8.82, 13.05, 17.16, 34.91, 61.16, 8.82
GRAND COTEAU 2.7 E, LASL0001, Saint Landry Parish, 5.92, 9.15, 10.74, 30.12, 55.45, 5.92
ST. MARTINVILLE 0.2 S, LASM0002, Saint Martin Parish, 5.87, 9.20, 14.05, 38.41, 63.42, 5.87
SLIDELL 2.2 NE, LAST0006, Saint Tammany Parish, 4.59, 8.91, 14.64, 28.92, 53.82, 4.59
ABITA SPRINGS 2.2 SSW, LAST0007, Saint Tammany Parish, 4.67, 8.57, 9.77, 24.57, 48.57, 4.67
LACOMBE 1.4 N, LAST0008, Saint Tammany Parish, 5.55, 9.79, 12.07, 28.33, 55.86, 5.55
ABITA SPRINGS 1.9 NE, LAST0009, Saint Tammany Parish, 5.69, 11.22, 13.12, 33.07, 57.91, 5.69
HAMMOND 2.3 WSW, LATG0002, Tangipahoa Parish, 10.38, 15.66, 17.79, 40.21, 62.76, 10.38
HAMMOND 4.5 SSW, LATG0004, Tangipahoa Parish, M, M, M, 2.11, 10.26, M
TICKFAW 2.0 SSW, LATG0006, Tangipahoa Parish, 8.37, 12.26, 14.05, 37.62, 55.73, 8.37
GRAY 0.5 ENE, LATR0005, Terrebonne Parish, 8.36, 14.52, 19.35, 31.06, 54.89, 8.36
ROCKY BRANCH 1.3 W, LAUN0002, Union Parish, 9.35, 9.83, 9.90, 18.28, 45.11, 9.35
KAPLAN 1.6 SSE, LAVM0002, Vermilion Parish, 4.32, 8.42, 13.24, 29.47, 47.25, 4.32
PIONEER 0.3 WSW, LAWC0001, West Carroll Parish, 7.59, 7.69, 9.34, 22.82, 47.20, 7.59
FRANKLINTON 0.4 ENE, LAWS0002, Washington Parish, 5.60, 9.10, 11.73, 33.92, 53.47, 5.60
PLAIN DEALING 3.3 ESE, LABS0004, Bossier Parish, 7.35, 7.53, 8.36, 23.22, 49.44, 7.35
LAKE CHARLES 4.8 SSE, LACC0014, Calcasieu Parish, 3.34, 7.01, 11.94, 23.43, 49.75, 3.34
KEITHVILLE 4.2 WNW, LACD0010, Caddo Parish, 6.82, 7.60, 7.81, 7.81, 7.81, 6.82
BATON ROUGE 1.4 WSW, LAEB0046, East Baton Rouge Parish, T, 3.82, 8.86, 31.84, 54.38, T
SLIDELL 0.2 SE, LAST0010, Saint Tammany Parish, 3.63, 6.53, 10.86, 22.99, 46.94, 3.63
WAKEFIELD 0.9 WNW, LAWF0004, West Feliciana Parish, 9.78, 11.09, 15.78, 28.80, 46.88, 9.78
MINDEN 2.2 NE, LAWR0004, Webster Parish, 4.72, 4.98, 6.66, 30.64, 52.96, 4.72
BATON ROUGE 5.3 S, LAEB0047, East Baton Rouge Parish, 9.52, 14.63, 20.28, 42.48, 65.18, 9.54
RUSTON 1.6 NW, LALN0006, Lincoln Parish, 7.65, 7.74, 7.96, 29.03, 49.71, 7.65
COUSHATTA 1.4 NE, LARR0001, Red River Parish, 0.14, 2.44, 3.55, 19.56, 38.28, 0.14
NATCHITOCHES 4.8 WNW, LANT0003, Natchitoches Parish, 10.19, 13.71, 15.99, 36.50, 59.27, 10.19
MANDEVILLE 3.1 NNW, LAST0012, Saint Tammany Parish, 5.78, 9.73, 11.79, 27.40, 47.16, 5.78
ADDIS 1.7 N, LAWB0002, West Baton Rouge Parish, 7.11, 10.86, 18.19, 39.51, 59.50, 7.11
MADISONVILLE 3.2 NNW, LAST0013, Saint Tammany Parish, 7.84, 13.98, 17.18, 31.91, 52.10, 7.84
