Param_File,Learning_Rate,Batch_Size,Num_Epochs,Dropout_Rate,F1_Score,Accuracy
augmented_params_0.pkl,0.0005,64,50,0.1,0.8736083824492469,0.9530299342905816
augmented_params_1.pkl,0.0005,32,50,0.1,0.908328340323547,0.9627646629350208
augmented_params_2.pkl,0.0005,32,60,0.0,0.8571428571428571,0.9484059381844732
augmented_params_3.pkl,0.0005,64,60,0.1,0.9157894736842104,0.9649549768800196
augmented_params_4.pkl,0.0005,64,60,0.1,0.8979336255479023,0.9603309807739109
